title,release_year,vote_average,popularity,genres,success
12 Angry Men,1957,8.2,16.503959,Drama,1
Lawrence of Arabia,1962,7.8,10.893332,"Adventure, Drama, History, War",1
A Clockwork Orange,1971,8.0,17.112594,"Science Fiction, Drama",1
To Kill a Mockingbird,1962,7.9,14.284787,"Crime, Drama",1
Apocalypse Now,1979,8.0,13.5963,"Drama, War",1
Once Upon a Time in the West,1968,8.1,15.589351,Western,1
Return of the Jedi,1983,7.9,14.586087,"Adventure, Action, Science Fiction",1
Wings of Desire,1987,7.5,6.357321,"Drama, Fantasy, Romance",1
GoodFellas,1990,8.2,15.424092,"Drama, Crime",1
Alien,1979,7.9,23.37742,"Horror, Action, Thriller, Science Fiction",1
Ran,1985,7.9,12.250232,"Action, Drama, History",0
Psycho,1960,8.3,36.826309,"Drama, Horror, Thriller",1
The Blues Brothers,1980,7.5,10.076901,"Music, Comedy, Action, Crime",1
The Godfather: Part II,1974,8.3,36.629307,"Drama, Crime",1
Full Metal Jacket,1987,7.9,13.94148,"Drama, War",1
Amadeus,1984,7.8,12.677592,"Drama, History, Music",1
Raging Bull,1980,7.7,8.868558,Drama,1
Annie Hall,1977,7.8,18.146043,"Comedy, Drama, Romance",1
The Right Stuff,1983,7.4,14.902397,"Drama, History",0
Das Boot,1981,7.9,8.80338,"Action, Drama, History, War, Adventure",1
The Sting,1973,7.9,12.016821,"Comedy, Crime, Drama",1
The Terminator,1984,7.4,19.293562,"Action, Thriller, Science Fiction",1
Braindead,1992,7.4,13.645568,"Horror, Comedy",0
Glory,1989,7.4,7.521346,War,1
Miller's Crossing,1990,7.5,7.495853,"Drama, Thriller, Crime",0
Dead Poets Society,1989,8.1,19.905716,Drama,1
The Graduate,1967,7.6,12.057829,Drama,1
Touch of Evil,1958,7.6,9.665347,"Drama, Thriller, Crime",1
The Bridge on the River Kwai,1957,7.7,8.851646,"Drama, History, War",1
Chinatown,1974,7.9,12.29227,"Crime, Drama, Mystery, Thriller",1
The Treasure of the Sierra Madre,1948,7.9,8.070589,"Action, Adventure, Drama, Western",1
The Shining,1980,8.1,19.611589,"Horror, Thriller",1
Stand by Me,1986,7.8,15.206957,"Crime, Drama",1
Evil Dead II,1987,7.5,13.520764,"Horror, Comedy, Fantasy",1
The Great Escape,1963,7.8,14.384114,"Adventure, Drama, History, Thriller, War",1
The Deer Hunter,1978,7.8,7.729445,"Drama, War",1
Groundhog Day,1993,7.4,12.989627,"Romance, Fantasy, Drama, Comedy",1
Unforgiven,1992,7.7,10.942149,Western,1
The Manchurian Candidate,1962,7.7,7.991677,"Mystery, Thriller",1
Back to the Future,1985,8.0,25.778509,"Adventure, Comedy, Science Fiction, Family",1
Fried Green Tomatoes,1991,7.6,6.584254,"Drama, Comedy",1
Patton,1970,7.3,14.382289,"Drama, History, War",1
Akira,1988,7.8,10.888917,"Science Fiction, Animation",0
Highlander,1986,6.8,16.870392,"Adventure, Action, Fantasy",0
Cool Hand Luke,1967,7.7,9.718713,"Crime, Drama",1
Young Frankenstein,1974,7.7,9.339316,"Comedy, Science Fiction",1
Night on Earth,1991,7.5,8.291886,"Comedy, Drama",0
The Great Dictator,1940,8.1,9.241748,Comedy,1
Fantasia,1940,7.2,8.03796,"Animation, Family, Music",1
High Noon,1952,7.6,16.715935,Western,1
Ben-Hur,1959,7.5,14.319743,"Action, Adventure, Drama, History",1
This Is Spinal Tap,1984,7.6,13.981499,"Comedy, Music",1
Indiana Jones and the Last Crusade,1989,7.6,14.788987,"Adventure, Action",1
Gandhi,1982,7.4,12.383755,"Drama, History",1
The Unbearable Lightness of Being,1988,7.0,6.815147,"Comedy, Romance",0
A Room with a View,1985,6.9,6.175166,"Drama, Romance",1
Pink Floyd: The Wall,1982,7.7,6.773407,Music,1
The Killing Fields,1984,7.5,11.460364,"War, Drama, History",1
Forbidden Planet,1956,7.2,6.379966,"Adventure, Science Fiction, Action",1
Butch Cassidy and the Sundance Kid,1969,7.4,6.714577,"History, Drama, Western, Crime",1
"Paris, Texas",1984,7.7,11.635837,Drama,1
When Harry Met Sally...,1989,7.3,8.34322,"Comedy, Romance, Drama",1
Alien³,1992,6.2,17.126768,"Science Fiction, Action, Horror",1
An American Werewolf in London,1981,7.2,13.390802,"Horror, Comedy",1
The Birds,1963,7.3,11.591462,Horror,1
Dracula,1992,7.1,16.777675,"Romance, Horror",1
Candyman,1992,6.2,12.721362,"Drama, Horror, Thriller",1
Cape Fear,1991,7.0,10.302735,"Crime, Thriller",1
Carrie,1976,7.0,9.277692,"Horror, Thriller",1
A Nightmare on Elm Street,1984,7.2,13.694713,Horror,1
The Omen,1976,7.2,16.641277,"Horror, Thriller",1
Star Trek: First Contact,1996,7.0,8.808497,"Science Fiction, Action, Adventure, Thriller",1
Sling Blade,1996,7.4,9.475693,Drama,1
Jingle All the Way,1996,5.5,7.898202,"Family, Comedy",1
The Preacher's Wife,1996,5.4,4.182641,"Fantasy, Drama, Comedy, Science Fiction, Romance, Family",1
Ridicule,1996,7.4,10.879283,"Comedy, Drama, Romance",0
101 Dalmatians,1996,5.6,11.470748,"Comedy, Family",1
Die Hard 2,1990,6.6,18.785984,"Action, Thriller",1
Star Trek: The Motion Picture,1979,6.2,8.277765,"Science Fiction, Adventure, Mystery",1
Star Trek VI: The Undiscovered Country,1991,6.7,5.90057,"Science Fiction, Action, Adventure, Thriller",1
Star Trek V: The Final Frontier,1989,5.6,12.308007,"Science Fiction, Action, Adventure, Thriller",1
Star Trek II: The Wrath of Khan,1982,7.3,7.160236,"Action, Adventure, Science Fiction, Thriller",1
Star Trek III: The Search for Spock,1984,6.4,6.197298,"Science Fiction, Action, Adventure, Thriller",1
Star Trek IV: The Voyage Home,1986,6.9,12.596956,"Science Fiction, Adventure",1
Batman Returns,1992,6.6,15.001681,"Action, Fantasy",1
Young Guns,1988,6.6,9.905174,"Crime, Action, Adventure, Drama, Western",1
Grease,1978,7.2,7.854899,Romance,1
Grease 2,1982,4.9,14.202364,"Comedy, Drama, Family, Music, Romance",1
Marked for Death,1990,5.6,5.845712,"Action, Thriller",1
Under Siege,1992,6.1,9.918269,"Action, Thriller",1
Jaws,1975,7.5,19.726114,"Horror, Thriller, Adventure",1
Jaws 2,1978,5.9,11.21306,"Horror, Thriller",1
Jaws 3-D,1983,4.2,16.603041,"Thriller, Horror",1
Mars Attacks!,1996,6.1,15.63424,"Comedy, Fantasy, Science Fiction",1
Citizen Ruth,1996,6.8,2.225234,"Drama, Comedy",0
Jerry Maguire,1996,6.7,11.807601,"Comedy, Drama, Romance",1
Raising Arizona,1987,7.2,14.011415,"Comedy, Crime",1
Marvin's Room,1996,6.6,5.307984,Drama,0
Scream,1996,7.0,13.326443,"Crime, Horror, Mystery",1
The Last of the Mohicans,1992,7.1,15.228794,"Action, Adventure, Drama, History, Romance, War",1
Evita,1996,5.9,6.709803,"History, Drama, Music",1
Turbulence,1997,5.2,5.304043,"Action, Thriller, Crime",0
Metro,1997,5.3,10.519481,"Action, Adventure, Comedy, Crime, Thriller",0
Dante's Peak,1997,5.8,7.240753,"Action, Adventure, Thriller",1
Prefontaine,1997,6.7,2.93818,"Drama, Romance",0
Absolute Power,1997,6.4,7.66124,"Crime, Drama, Thriller",1
Vegas Vacation,1997,6.0,9.304901,Comedy,1
Lost Highway,1997,7.5,8.449722,"Drama, Thriller, Mystery",0
Rosewood,1997,6.7,2.899809,"Drama, History",0
Donnie Brasco,1997,7.4,12.201954,"Crime, Drama, Thriller",1
Kama Sutra - A Tale of Love,1996,5.7,7.124652,"Drama, History, Romance",1
Private Parts,1997,6.7,10.928417,"Comedy, Drama",1
The Saint,1997,5.9,10.97633,"Thriller, Action, Romance, Science Fiction, Adventure",1
Liar Liar,1997,6.4,10.102471,Comedy,1
Selena,1997,7.1,7.390306,Drama,1
The Devil's Own,1997,5.9,10.675073,"Crime, Thriller, Drama",1
Cats Don't Dance,1997,7.1,3.406836,"Animation, Comedy, Family, Music",0
Turbo: A Power Rangers Movie,1997,4.6,5.436745,"Action, Adventure, Family, Fantasy, Science Fiction, Thriller",1
Anna Karenina,1997,6.4,5.660835,"Drama, Romance",0
Anaconda,1997,4.8,14.386089,"Adventure, Horror, Thriller",1
Austin Powers: International Man of Mystery,1997,6.5,11.749159,"Science Fiction, Comedy, Crime",1
Breakdown,1997,6.6,7.926621,"Drama, Action, Thriller",1
The Fifth Element,1997,7.3,24.30526,"Adventure, Fantasy, Action, Thriller, Science Fiction",1
Love! Valour! Compassion!,1997,5.7,1.7442,Drama,1
The Lost World: Jurassic Park,1997,6.2,0.788123,"Adventure, Action, Science Fiction",1
Con Air,1997,6.5,11.545982,"Action, Thriller, Crime",1
Speed 2: Cruise Control,1997,4.1,11.268531,"Action, Adventure, Thriller",1
Squeeze,1997,6.0,0.321515,"Crime, Drama",0
Batman & Robin,1997,4.2,17.038824,"Action, Crime, Fantasy",1
Hercules,1997,7.3,14.048694,"Animation, Family, Fantasy, Adventure, Comedy, Romance",1
My Best Friend's Wedding,1997,6.4,4.678572,"Comedy, Romance",1
Contempt,1963,7.5,7.543337,Drama,0
Face/Off,1997,6.8,11.467391,"Action, Crime, Science Fiction, Thriller",1
Men in Black,1997,6.9,15.781024,"Action, Adventure, Comedy, Science Fiction",1
A Simple Wish,1997,5.5,3.354869,"Adventure, Comedy, Family, Fantasy",0
Contact,1997,7.2,14.374866,"Drama, Science Fiction, Mystery",1
G.I. Jane,1997,6.0,9.37934,"Action, Drama",0
Conan the Barbarian,1982,6.6,10.52008,"Adventure, Fantasy, Action",1
Cop Land,1997,6.6,9.15931,"Action, Crime, Drama",1
Event Horizon,1997,6.4,11.335072,"Horror, Science Fiction, Mystery",0
Spawn,1997,5.0,11.366417,"Action, Adventure, Fantasy, Horror, Science Fiction, Thriller",1
Air Bud,1997,5.3,9.407128,"Comedy, Family, Drama",1
Picture Perfect,1997,5.1,4.347079,"Comedy, Romance",1
Conspiracy Theory,1997,6.5,14.261798,"Action, Drama, Mystery, Thriller",1
Steel,1997,4.2,2.890462,"Science Fiction, Action, Adventure",0
Mimic,1997,5.7,9.128905,"Fantasy, Horror, Thriller",0
Air Force One,1997,6.2,12.173291,"Action, Thriller",1
One Eight Seven,1997,6.5,6.476493,"Drama, Thriller",0
The Hunt for Red October,1990,7.2,15.91126,"Action, Adventure, Thriller",1
L.A. Confidential,1997,7.7,10.989442,"Crime, Drama, Mystery, Thriller",1
Seven Years in Tibet,1997,7.0,11.483493,"Adventure, Drama, History",1
Kiss the Girls,1997,6.2,12.235391,"Drama, Mystery, Thriller, Crime",1
Wishmaster,1997,5.6,5.215107,Horror,1
The Game,1997,7.5,14.825587,"Drama, Thriller, Mystery",1
Fire Down Below,1997,5.0,7.83099,"Action, Adventure, Crime, Thriller",0
U Turn,1997,6.5,7.923639,Thriller,0
The Ice Storm,1997,6.9,7.146352,Drama,0
Chasing Amy,1997,6.7,12.311564,"Comedy, Drama, Romance",1
The Full Monty,1997,6.9,8.333322,Comedy,1
I Know What You Did Last Summer,1997,5.6,7.417157,"Horror, Thriller, Mystery",1
The Devil's Advocate,1997,7.2,10.920124,"Drama, Horror, Mystery, Thriller",1
Playing God,1997,5.6,9.657642,"Drama, Action, Thriller, Crime",0
The House of Yes,1997,6.3,3.974374,"Comedy, Drama",0
Gattaca,1997,7.5,12.89312,"Thriller, Science Fiction, Mystery, Romance",0
Switchback,1997,5.8,3.742824,"Action, Adventure, Mystery, Thriller",0
Stripes,1981,6.5,11.341505,"Action, Comedy",1
Bean,1997,6.3,12.799853,Comedy,1
Mad City,1997,5.9,4.909738,"Action, Drama, Thriller",0
One Night Stand,1997,5.7,2.818802,Drama,0
The Rainmaker,1997,6.7,6.683398,"Drama, Crime, Thriller",1
Boogie Nights,1997,7.5,7.595679,Drama,1
Witness,1985,7.0,10.312017,"Crime, Drama, Romance, Thriller",1
Starship Troopers,1997,6.7,14.412644,"Adventure, Action, Thriller, Science Fiction",1
The Joy Luck Club,1993,7.1,3.01386,Drama,1
Sliding Doors,1998,6.6,9.7866,"Comedy, Drama, Fantasy, Romance",1
Mortal Kombat: Annihilation,1997,3.8,6.532498,"Action, Fantasy, Science Fiction",1
The Truman Show,1998,7.8,13.155901,"Comedy, Drama",1
The Jackal,1997,6.1,11.131917,"Action, Thriller, Adventure, Crime",1
Anastasia,1997,7.4,11.911173,"Animation, Family",1
The Man Who Knew Too Little,1997,6.5,4.827771,"Comedy, Thriller, Crime, Action",0
Alien: Resurrection,1997,5.9,15.57784,"Science Fiction, Horror, Action",1
Amistad,1997,6.8,2.263584,"Drama, History, Mystery",1
Deconstructing Harry,1997,7.3,6.280515,"Comedy, Drama",0
Flubber,1997,5.3,7.016942,"Comedy, Family, Science Fiction",1
For Richer or Poorer,1997,5.6,8.412203,Comedy,0
Good Will Hunting,1997,7.9,15.064833,Drama,1
Home Alone 3,1997,5.1,8.04209,"Comedy, Family",1
Midnight in the Garden of Good and Evil,1997,6.3,5.145907,"Crime, Drama, Mystery, Thriller",0
MouseHunt,1997,6.2,6.456233,"Comedy, Family",1
Scream 2,1997,6.1,11.264845,"Horror, Mystery",1
The Sweet Hereafter,1997,6.8,6.002992,Drama,0
Titanic,1997,7.5,26.88907,"Drama, Romance, Thriller",1
Tomorrow Never Dies,1997,6.0,17.159576,"Adventure, Action, Thriller",1
The Postman,1997,6.1,6.537407,"Drama, Adventure",0
The Horse Whisperer,1998,6.7,7.685548,"Drama, Romance",1
Jackie Brown,1997,7.3,16.415498,"Comedy, Crime, Romance",1
Kundun,1997,6.8,5.01752,Drama,0
The Big Lebowski,1998,7.8,15.952524,"Comedy, Crime",1
Great Expectations,1998,6.4,9.941228,"Comedy, Drama, Romance",1
Wag the Dog,1997,6.7,7.603652,"Comedy, Drama",1
Dark City,1998,7.2,12.851984,"Mystery, Science Fiction",1
Hard Rain,1998,5.5,6.363405,Thriller,0
Half Baked,1998,6.4,7.022548,"Comedy, Crime",1
Shooting Fish,1997,7.0,1.631288,"Crime, Comedy, Romance",0
Spice World,1997,4.7,4.257516,"Adventure, Fantasy, Drama, Comedy, Music",1
Deep Rising,1998,6.0,6.922458,"Adventure, Action, Horror, Science Fiction",0
The Replacement Killers,1998,6.0,9.384887,"Action, Drama, Crime, Thriller",0
The Night Flier,1997,5.7,7.146514,"Mystery, Horror, Fantasy",0
Blues Brothers 2000,1998,5.2,13.162168,"Music, Action, Comedy, Crime",0
The Wedding Singer,1998,6.5,8.884035,"Romance, Comedy",1
Sphere,1998,5.8,7.124735,Science Fiction,0
As Good as It Gets,1997,7.2,9.374049,"Comedy, Romance",1
King of New York,1990,6.5,11.230031,"Thriller, Crime",1
U.S. Marshals,1998,6.2,8.462364,"Thriller, Crime, Action",1
The Newton Boys,1998,5.9,2.917013,"Crime, Action, Drama",1
Wild Things,1998,6.3,13.924623,Thriller,1
Two Girls and a Guy,1997,5.4,4.967667,"Drama, Romance",1
The Object of My Affection,1998,5.6,6.715856,"Comedy, Drama, Romance",1
Meet the Deedles,1998,4.1,7.336354,"Animation, Comedy, Family",0
Lost in Space,1998,5.0,12.000579,"Adventure, Family, Science Fiction",1
The Spanish Prisoner,1997,7.1,4.305735,"Crime, Drama, Mystery, Thriller",1
City of Angels,1998,6.5,8.228219,"Drama, Fantasy, Romance",1
He Got Game,1998,6.7,13.06943,Drama,0
Zero Effect,1998,6.0,3.621052,"Comedy, Crime, Mystery, Thriller",0
"An Alan Smithee Film: Burn, Hollywood, Burn",1998,3.0,1.453096,Comedy,0
Mr. Nice Guy,1997,6.2,6.183021,"Crime, Action, Comedy",1
Species II,1998,4.5,13.495247,"Science Fiction, Action, Horror",0
The Big Hit,1998,6.1,5.975082,"Action, Adventure, Comedy, Thriller",1
Deep Impact,1998,5.9,11.644633,"Action, Drama, Romance",1
Woo,1998,5.5,2.326115,"Comedy, Romance",0
Quest for Camelot,1998,6.9,13.02535,"Fantasy, Animation, Drama, Romance, Family",0
Godzilla,1998,5.3,11.295121,"Science Fiction, Action, Thriller",1
Bulworth,1998,6.3,3.385342,"Comedy, Drama",0
Fear and Loathing in Las Vegas,1998,7.2,9.220346,"Adventure, Drama, Comedy",0
The Opposite of Sex,1998,5.9,14.734622,"Comedy, Drama",1
A Perfect Murder,1998,6.3,9.430812,"Crime, Thriller, Drama",1
Six Days Seven Nights,1998,5.6,18.324219,"Action, Adventure, Comedy, Romance",1
Can't Hardly Wait,1998,6.1,6.426937,"Comedy, Drama, Romance",1
Children of Heaven,1997,7.8,7.523517,"Drama, Comedy, Family",1
Mulan,1998,7.6,21.180857,"Animation, Family, Adventure",1
The X Files,1998,6.6,12.311615,"Mystery, Science Fiction, Thriller",1
Doctor Dolittle,1998,5.4,9.439079,"Comedy, Family, Fantasy",1
Out of Sight,1998,6.5,7.349812,"Romance, Comedy, Crime",1
Buffalo '66,1998,7.2,9.167761,"Romance, Comedy, Crime, Drama",1
Armageddon,1998,6.5,13.235112,"Action, Thriller, Science Fiction, Adventure",1
Lethal Weapon 4,1998,6.3,14.470551,"Action, Adventure, Comedy, Crime, Thriller",1
Small Soldiers,1998,6.2,10.03936,"Comedy, Adventure, Fantasy, Science Fiction, Action",1
Pi,1998,7.1,10.621362,"Mystery, Drama, Thriller",1
There's Something About Mary,1998,6.5,11.688958,"Romance, Comedy",1
The Broadway Melody,1929,5.0,0.758012,"Drama, Music, Romance",1
Grand Hotel,1932,6.5,11.118844,"Drama, Romance",1
Cavalcade,1933,4.6,1.196324,Drama,1
Mutiny on the Bounty,1935,7.1,7.135215,"Adventure, Drama, History, Romance",1
You Can't Take It With You,1938,7.2,4.370592,"Comedy, Romance",1
How Green Was My Valley,1941,6.9,9.058578,Drama,1
Mrs. Miniver,1942,6.7,3.306745,"Drama, Romance, War",1
The Lost Weekend,1945,7.4,8.731331,Drama,1
The Best Years of Our Lives,1946,7.6,6.069343,"Drama, History, Romance",1
Gentleman's Agreement,1947,6.8,6.857318,"Drama, Romance",1
The Greatest Show on Earth,1952,6.6,4.011363,"Action, Drama, Romance",1
From Here to Eternity,1953,7.2,5.358582,"War, Drama, Romance",1
On the Waterfront,1954,8.0,18.211093,"Crime, Drama",1
Marty,1955,7.2,11.589081,"Drama, Romance",1
West Side Story,1961,7.0,8.389903,"Crime, Drama, Music",1
Tom Jones,1963,6.1,3.315827,"Adventure, Comedy, History, Romance",1
A Man for All Seasons,1966,7.5,6.997888,"Drama, History",1
In the Heat of the Night,1967,7.5,9.059617,"Crime, Drama, Mystery, Thriller",1
Oliver!,1968,7.0,8.630078,"Drama, Family, Music",1
Midnight Cowboy,1969,7.4,10.579988,Drama,1
The French Connection,1971,7.4,6.694959,"Action, Crime, Thriller",1
Rocky,1976,7.5,14.774066,Drama,1
Kramer vs. Kramer,1979,7.4,9.741644,Drama,1
Chariots of Fire,1981,6.9,6.877698,"Drama, History",1
Out of Africa,1985,7.0,14.004074,Drama,1
The Last Emperor,1987,7.4,11.076971,"Drama, History",1
Rain Man,1988,7.6,11.267467,Drama,1
Driving Miss Daisy,1989,7.0,10.703677,"Comedy, Drama",1
Repo Man,1984,6.7,6.357559,"Comedy, Crime, Science Fiction, Thriller",1
Labyrinth,1986,7.1,13.009688,"Adventure, Family, Fantasy",0
The Breakfast Club,1985,7.8,12.627678,"Comedy, Drama",1
A Nightmare on Elm Street Part 2: Freddy's Revenge,1985,5.7,8.668146,Horror,1
A Nightmare on Elm Street 3: Dream Warriors,1987,6.5,10.035081,"Horror, Thriller",1
A Nightmare on Elm Street 4: The Dream Master,1988,5.8,8.120317,"Horror, Thriller",1
A Nightmare on Elm Street 5: The Dream Child,1989,5.5,7.534739,"Horror, Thriller",1
Freddy's Dead: The Final Nightmare,1991,5.1,11.560358,"Horror, Thriller, Comedy",1
Friday the 13th,1980,6.4,12.146747,Horror,1
Friday the 13th Part 2,1981,6.0,8.710824,"Horror, Thriller",1
Friday the 13th Part III,1982,5.7,7.99229,"Horror, Thriller",1
Friday the 13th: The Final Chapter,1984,5.9,10.175913,"Horror, Thriller",1
Friday the 13th: A New Beginning,1985,5.1,9.094477,"Horror, Thriller",1
Friday the 13th Part VI: Jason Lives,1986,5.7,8.122042,"Horror, Mystery, Thriller",1
Friday the 13th Part VII: The New Blood,1988,5.3,7.909022,"Horror, Thriller",1
Friday the 13th Part VIII: Jason Takes Manhattan,1989,4.8,7.743144,"Horror, Thriller",1
Halloween,1978,7.4,13.672759,"Horror, Thriller",1
Halloween II,1981,6.4,13.501144,"Horror, Thriller",1
Halloween III: Season of the Witch,1982,5.0,6.066618,"Horror, Mystery, Science Fiction",1
Halloween 4: The Return of Michael Myers,1988,5.9,6.199806,"Horror, Thriller",1
Halloween 5: The Revenge of Michael Myers,1989,5.3,6.585405,"Horror, Thriller",1
Prom Night,1980,6.0,3.65867,"Horror, Mystery, Thriller",1
Child's Play,1988,6.3,19.827546,"Horror, Thriller",1
Child's Play 2,1990,5.8,14.310479,"Drama, Horror",1
Child's Play 3,1991,5.5,24.515462,"Thriller, Horror, Action",1
Poltergeist,1982,7.1,11.776326,Horror,1
Poltergeist II: The Other Side,1986,5.8,6.701138,"Horror, Thriller",1
Poltergeist III,1988,4.6,7.977693,"Horror, Thriller",1
The Exorcist,1973,7.5,12.137595,"Drama, Horror, Thriller",1
Exorcist II: The Heretic,1977,4.5,8.266984,"Horror, Thriller, Fantasy",1
Lethal Weapon,1987,7.0,13.183804,"Adventure, Action, Comedy, Thriller, Crime",1
Lethal Weapon 2,1989,6.7,12.834276,"Action, Adventure, Comedy, Crime, Thriller",1
Lethal Weapon 3,1992,6.4,10.786007,"Adventure, Action, Comedy, Thriller, Crime",1
Gremlins,1984,6.9,11.333125,"Fantasy, Horror, Comedy",1
Gremlins 2: The New Batch,1990,6.3,14.383185,"Comedy, Horror, Fantasy",0
The Goonies,1985,7.4,14.280703,"Adventure, Comedy, Family",1
The Mask of Zorro,1998,6.3,11.348096,"Action, Adventure",1
Metropolis,1927,8.0,14.487867,"Drama, Science Fiction",0
Back to the Future Part II,1989,7.4,13.689855,"Adventure, Comedy, Family, Science Fiction",1
Back to the Future Part III,1990,7.1,13.043999,"Adventure, Comedy, Family, Science Fiction",1
The Poseidon Adventure,1972,7.3,10.341849,"Action, Adventure",1
Bambi,1942,6.8,13.698132,"Animation, Drama, Family",1
Seven Samurai,1954,8.2,15.01777,"Action, Drama",0
Dangerous Liaisons,1988,7.1,11.46781,"Drama, Romance",1
Dune,1984,6.5,9.261189,"Action, Science Fiction, Adventure",0
The Last Temptation of Christ,1988,7.0,11.370288,Drama,1
The Godfather: Part III,1990,7.1,17.185349,"Crime, Drama, Thriller",1
The Rapture,1991,6.4,8.319631,"Mystery, Drama",1
Lolita,1997,7.0,10.618141,"Drama, Romance",0
Disturbing Behavior,1998,5.5,11.054751,"Mystery, Horror, Science Fiction",1
Jane Austen's Mafia!,1998,5.4,6.046893,"Comedy, Crime",1
Saving Private Ryan,1998,7.9,21.758054,"Drama, History, War",1
The Black Cauldron,1985,6.5,9.806685,Animation,0
The Black Hole,1979,6.1,7.499388,"Adventure, Family, Science Fiction, Action",1
Cheetah,1989,5.9,0.011574,"Drama, Family",1
The Great Mouse Detective,1986,6.9,11.183924,"Comedy, Animation, Family",1
Hocus Pocus,1993,6.5,10.390708,"Comedy, Family, Fantasy",1
Honey I Blew Up the Kid,1992,4.8,12.337898,"Adventure, Comedy, Family, Science Fiction",1
"Honey, I Shrunk the Kids",1989,6.1,12.358786,"Adventure, Comedy, Family, Science Fiction",1
The Negotiator,1998,6.8,7.65502,"Action, Adventure, Crime, Drama, Mystery, Thriller",0
