title,release_year,budget,revenue,runtime,vote_average,vote_count,popularity,genres,success
Independence Day,1996,75000000.0,816969268.0,145.0,6.7,3334.0,17.634197,"Action, Adventure, Science Fiction",1
The Fan,1996,55000000.0,18626419.0,116.0,5.7,202.0,12.202063,"Drama, Mystery, Thriller",0
The Hunchback of Notre Dame,1996,100000000.0,100138851.0,91.0,6.8,1182.0,13.553999,"Drama, Animation, Family",1
The Cable Guy,1996,47000000.0,102825796.0,96.0,5.7,603.0,7.586577,"Comedy, Drama, Thriller",1
Kingpin,1996,27000000.0,25023434.0,113.0,6.7,248.0,11.633347,Comedy,0
Eraser,1996,100000000.0,242295562.0,115.0,5.6,553.0,6.919314,"Action, Drama, Mystery, Thriller",1
The Nutty Professor,1996,54000000.0,128769345.0,95.0,5.4,717.0,9.651581,"Fantasy, Comedy, Romance, Science Fiction",1
Daylight,1996,80000000.0,159212469.0,115.0,5.8,385.0,11.995799,"Action, Adventure, Thriller",1
The Frighteners,1996,30000000.0,29359216.0,110.0,6.7,413.0,12.09096,"Horror, Comedy",0
Lone Star,1996,5000000.0,13269963.0,135.0,6.9,79.0,9.069963,"Drama, Mystery, Romance",1
Phenomenon,1996,32000000.0,152036382.0,123.0,6.2,328.0,5.575992,"Drama, Fantasy, Romance, Science Fiction",1
She's the One,1996,3500000.0,9482579.0,96.0,5.7,71.0,10.827266,"Comedy, Romance",1
A Time to Kill,1996,40000000.0,152266007.0,149.0,7.0,522.0,13.309013,"Crime, Drama, Thriller",1
Fled,1996,25000000.0,17193231.0,98.0,5.2,49.0,3.906949,"Action, Comedy, Thriller",0
Joe's Apartment,1996,13000000.0,4619014.0,78.0,5.0,87.0,9.490858,"Fantasy, Comedy, Music",0
The First Wives Club,1996,26000000.0,116400000.0,102.0,6.5,172.0,10.177303,Comedy,1
Ransom,1996,80000000.0,309492681.0,117.0,6.4,482.0,8.772188,"Action, Thriller",1
Chain Reaction,1996,50000000.0,60209334.0,107.0,5.3,291.0,15.874491,"Action, Drama, Science Fiction, Thriller",1
Matilda,1996,36000000.0,33459416.0,98.0,6.9,892.0,10.034915,"Comedy, Family, Fantasy",0
Emma,1996,6000000.0,22231658.0,121.0,6.7,152.0,6.593011,"Drama, Comedy, Romance",1
The Crow: City of Angels,1996,13000000.0,17917287.0,84.0,5.2,119.0,6.554679,"Action, Fantasy, Thriller",1
Bordello of Blood,1996,15000000.0,5600000.0,87.0,5.0,63.0,3.450402,"Horror, Comedy",0
The Spitfire Grill,1996,6000000.0,12643776.0,117.0,6.8,17.0,1.19589,"Comedy, Drama",1
Escape from L.A.,1996,50000000.0,42277365.0,97.0,5.6,381.0,12.229381,"Action, Adventure, Science Fiction, Thriller",0
Basquiat,1996,2962051.0,3011195.0,108.0,6.6,97.0,4.797674,"Drama, History",1
Tin Cup,1996,45000000.0,53854588.0,135.0,5.9,152.0,6.24966,"Comedy, Drama, Romance",1
Dingo,1991,200000.0,300000.0,109.0,6.0,1.0,0.124273,"Drama, Music",1
The Godfather,1972,6000000.0,245066411.0,175.0,8.5,6024.0,41.109264,"Drama, Crime",1
Police Story 3: Supercop,1992,900000.0,20483423.0,95.0,6.7,109.0,6.751864,"Action, Crime, Thriller",1
Manny & Lo,1996,500000.0,431326.0,88.0,6.3,9.0,1.143656,"Drama, Comedy",0
Bound,1996,4500000.0,7011317.0,108.0,6.9,203.0,12.449574,"Crime, Drama, Romance, Thriller",1
The Relic,1997,60000000.0,33956608.0,110.0,5.8,130.0,7.699967,"Horror, Mystery, Thriller",0
The Island of Dr. Moreau,1996,40000000.0,49627779.0,96.0,4.6,148.0,12.725343,"Fantasy, Horror, Science Fiction",1
Bulletproof,1996,25000000.0,22611954.0,84.0,5.4,164.0,7.859132,"Action, Adventure, Comedy, Thriller",0
Halloween: The Curse of Michael Myers,1995,5000000.0,15116634.0,88.0,5.0,173.0,8.768288,"Horror, Thriller",1
Singin' in the Rain,1952,2540800.0,7200000.0,103.0,7.9,747.0,11.064858,"Comedy, Music, Romance",1
An American in Paris,1951,2723903.0,4500000.0,113.0,6.9,133.0,5.565203,"Drama, Comedy, Music, Romance",1
Breakfast at Tiffany's,1961,2500000.0,9500000.0,110.0,7.6,1082.0,10.879289,"Comedy, Drama, Romance",1
Vertigo,1958,2479000.0,28000000.0,128.0,8.0,1162.0,18.20822,"Mystery, Romance, Thriller",1
Rear Window,1954,1000000.0,36764313.0,112.0,8.2,1531.0,17.911314,"Drama, Mystery, Thriller",1
It Happened One Night,1934,325000.0,4500000.0,105.0,7.7,283.0,6.465257,"Comedy, Romance",1
North by Northwest,1959,4000000.0,13275000.0,136.0,7.8,1062.0,12.410427,"Mystery, Thriller",1
The Apartment,1960,3000000.0,25000000.0,125.0,8.1,498.0,11.994281,"Comedy, Drama, Romance",1
Some Like It Hot,1959,2883848.0,25000000.0,122.0,8.0,835.0,11.845107,"Comedy, Romance",1
Charade,1963,4000000.0,13474588.0,113.0,7.7,351.0,7.098731,"Comedy, Mystery, Romance, Thriller",1
Casablanca,1942,878000.0,10462500.0,102.0,7.9,1462.0,13.916101,"Drama, Romance",1
The Maltese Falcon,1941,375000.0,1000000.0,100.0,7.8,435.0,5.782544,"Mystery, Crime, Thriller",1
My Fair Lady,1964,17000000.0,72070731.0,170.0,7.4,361.0,12.494394,"Drama, Family, Music, Romance",1
Sabrina,1954,2238813.0,10000000.0,113.0,7.4,284.0,7.359741,"Comedy, Drama, Romance",1
Roman Holiday,1953,1500000.0,12000000.0,119.0,7.8,502.0,11.954806,"Comedy, Romance",1
The Wizard of Oz,1939,2777000.0,33754967.0,102.0,7.4,1689.0,22.064932,"Adventure, Family, Fantasy",1
Gone with the Wind,1939,4000000.0,400176459.0,238.0,7.7,995.0,14.240357,"Drama, Romance, War",1
Sunset Boulevard,1950,1752000.0,5000000.0,110.0,8.2,533.0,11.709777,Drama,1
Citizen Kane,1941,839727.0,23217674.0,119.0,8.0,1244.0,15.811921,"Mystery, Drama",1
2001: A Space Odyssey,1968,10500000.0,68700000.0,149.0,7.9,3075.0,22.494622,"Science Fiction, Mystery, Adventure",1
All About Eve,1950,1400000.0,63463.0,138.0,8.0,367.0,12.06308,Drama,0
The Women,1939,1688000.0,2270000.0,133.0,6.4,26.0,5.076649,"Comedy, Drama",1
Rebecca,1940,1288000.0,6000000.0,130.0,7.7,346.0,8.590813,"Drama, Mystery",1
Notorious,1946,2000000.0,24464742.0,102.0,7.8,345.0,10.135111,"Thriller, Drama, Romance",1
Spellbound,1945,1500000.0,7000000.0,111.0,7.3,166.0,5.47596,"Drama, Mystery, Thriller",1
To Catch a Thief,1955,2500000.0,8750000.0,106.0,7.1,299.0,5.490505,"Crime, Drama, Mystery, Romance, Thriller",1
Ninotchka,1939,1365000.0,2279000.0,110.0,7.3,77.0,5.120036,"Comedy, Romance",1
The Adventures of Robin Hood,1938,2033000.0,3981000.0,102.0,7.6,170.0,10.685036,"Action, Adventure, Romance",1
Laura,1944,1020000.0,2000000.0,88.0,7.6,173.0,9.884516,"Drama, Mystery",1
Top Hat,1935,609000.0,3202000.0,101.0,7.4,62.0,7.122093,"Comedy, Music, Romance",1
Giant,1956,5400000.0,35000000.0,201.0,7.5,169.0,10.864284,"Action, Drama, Western",1
East of Eden,1955,1.0,5.0,115.0,7.5,163.0,6.42883,Drama,1
The Thin Man,1934,226408.0,1423000.0,93.0,7.4,97.0,10.573867,"Comedy, Crime, Mystery",1
Around the World in Eighty Days,1956,6000000.0,42000000.0,167.0,6.5,85.0,6.164226,"Adventure, Comedy, Family, Fantasy, Romance",1
It's a Wonderful Life,1946,3180000.0,9644124.0,130.0,8.0,1103.0,15.031588,"Drama, Family, Fantasy",1
Mr. Smith Goes to Washington,1939,1500000.0,9600000.0,129.0,7.9,245.0,8.168694,"Comedy, Drama",1
Night of the Living Dead,1968,114000.0,30000000.0,96.0,7.5,591.0,14.384198,Horror,1
The African Queen,1951,1300000.0,10750000.0,105.0,7.4,232.0,6.636872,"Adventure, War, Romance",1
Cat on a Hot Tin Roof,1958,3000000.0,17570324.0,108.0,7.6,168.0,11.794846,"Drama, Romance",1
A Farewell to Arms,1932,4.0,25.0,89.0,6.2,29.0,1.914697,"Drama, Romance, War",1
Maximum Risk,1996,25000000.0,51702483.0,100.0,5.3,104.0,7.370163,"Action, Adventure, Thriller",1
Michael Collins,1996,28000000.0,16900000.0,132.0,6.8,98.0,6.728199,"Drama, Thriller",0
Last Man Standing,1996,67000000.0,47267001.0,101.0,6.2,263.0,11.845918,"Action, Crime, Drama, Thriller",0
Set It Off,1996,9000000.0,41590886.0,118.0,6.9,66.0,6.85606,"Drama, Action, Crime",1
Curdled,1996,2300000.0,49620.0,88.0,6.2,29.0,2.781581,"Comedy, Crime, Thriller",0
Extreme Measures,1996,38000000.0,17380126.0,118.0,5.7,80.0,4.990506,"Drama, Thriller",0
The Chamber,1996,50000000.0,22540359.0,113.0,5.9,62.0,3.998494,"Crime, Drama",0
"20,000 Leagues Under the Sea",1954,5000000.0,28200000.0,127.0,6.9,160.0,8.722406,"Adventure, Drama, Science Fiction",1
Cool Runnings,1993,14000000.0,154864401.0,98.0,6.8,510.0,8.30721,Comedy,1
Cinderella,1950,2900000.0,263591415.0,74.0,6.8,1760.0,14.436858,"Family, Fantasy, Animation, Romance",1
The Sword in the Stone,1963,3000000.0,22182353.0,79.0,6.9,935.0,10.636458,"Animation, Family",1
Robin Hood: Prince of Thieves,1991,48000000.0,390493908.0,143.0,6.6,937.0,10.639244,Adventure,1
Mary Poppins,1964,6000000.0,102272727.0,139.0,7.4,1217.0,15.11549,"Comedy, Family, Fantasy",1
Dumbo,1941,812000.0,1600000.0,64.0,6.8,1206.0,14.655879,"Animation, Family",1
Bedknobs and Broomsticks,1971,20000000.0,17900000.0,117.0,6.8,260.0,10.362012,"Adventure, Fantasy, Animation, Comedy, Family, Music",0
Alice in Wonderland,1951,3000000.0,572000000.0,75.0,7.0,1557.0,16.488937,"Animation, Adventure, Family, Fantasy",1
The Fox and the Hound,1981,12000000.0,29800000.0,82.0,7.0,884.0,10.197106,"Adventure, Animation, Drama, Family",1
The Sound of Music,1965,8200000.0,286214286.0,174.0,7.4,966.0,9.06773,"Drama, Family, Music, Romance",1
Die Hard,1988,28000000.0,140767956.0,131.0,7.5,4005.0,16.640522,"Action, Thriller",1
The Lawnmower Man,1992,10000000.0,32101000.0,108.0,5.4,198.0,6.685948,"Horror, Thriller, Science Fiction",1
Secrets & Lies,1996,4500000.0,13417292.0,142.0,7.1,127.0,11.223572,Drama,1
Surviving Picasso,1996,16000000.0,1985001.0,125.0,5.3,21.0,2.167132,"Drama, Romance",0
The Long Kiss Goodnight,1996,65000000.0,89456761.0,120.0,6.4,323.0,14.482345,"Crime, Action, Mystery, Thriller",1
The Ghost and the Darkness,1996,50000000.0,75000000.0,109.0,6.4,238.0,10.789928,Adventure,1
Get on the Bus,1996,2400000.0,5731103.0,120.0,7.0,11.0,5.230661,Drama,1
Shadow Conspiracy,1997,45000000.0,2154540.0,103.0,4.0,12.0,3.733574,"Action, Thriller",0
Jude,1996,7000000.0,405000.0,123.0,6.6,38.0,3.379677,"Drama, Romance",0
Romeo + Juliet,1996,14500000.0,147298761.0,120.0,6.7,1406.0,11.774061,"Drama, Romance",1
Swingers,1996,200000.0,4505922.0,94.0,6.8,255.0,6.578025,"Comedy, Romance",1
Sleepers,1996,44000000.0,165615285.0,147.0,7.3,729.0,9.198283,"Crime, Drama, Thriller",1
Willy Wonka & the Chocolate Factory,1971,3000000.0,4000000.0,100.0,7.4,826.0,12.416635,"Family, Fantasy",1
Sleeper,1973,2000000.0,18344729.0,89.0,7.0,206.0,6.048904,"Comedy, Romance, Science Fiction",1
Bananas,1971,2000000.0,11833696.0,82.0,6.7,167.0,4.331819,Comedy,1
A Fish Called Wanda,1988,7500000.0,62493712.0,108.0,7.1,576.0,11.400353,"Comedy, Crime",1
Life of Brian,1979,4000000.0,20045115.0,94.0,7.7,1230.0,10.714173,Comedy,1
The Great Race,1965,12000000.0,25333333.0,160.0,7.2,64.0,4.473327,"Adventure, Comedy",1
Bonnie and Clyde,1967,2500000.0,50700000.0,111.0,7.6,384.0,12.109198,"Crime, Drama",1
Dial M for Murder,1954,1400000.0,3000000.0,104.0,7.9,539.0,7.853231,"Crime, Mystery, Thriller",1
Dirty Dancing,1987,6000000.0,213954274.0,100.0,7.1,1371.0,14.044122,"Drama, Music, Romance",1
Reservoir Dogs,1992,1200000.0,14661007.0,99.0,8.1,3821.0,12.22034,"Crime, Thriller",1
Platoon,1986,6000000.0,138530565.0,120.0,7.5,1236.0,18.206972,"Drama, War, Action",1
Weekend at Bernie's,1989,6500000.0,30218387.0,97.0,6.4,255.0,8.051891,Comedy,1
Basic Instinct,1992,49000000.0,352927224.0,127.0,6.5,869.0,16.628427,"Thriller, Mystery",1
The Doors,1991,38000000.0,34416893.0,140.0,6.7,285.0,7.829619,"Drama, Music",0
The Crying Game,1992,3705538.0,62548947.0,112.0,6.9,180.0,7.404329,"Romance, Crime, Drama, Thriller",1
Glengarry Glen Ross,1992,12500000.0,10725228.0,100.0,7.5,330.0,6.792215,"Crime, Drama, Mystery",0
Sophie's Choice,1982,12000000.0,30036000.0,151.0,7.4,149.0,15.417202,"Drama, Romance",1
E.T. the Extra-Terrestrial,1982,10500000.0,792965326.0,115.0,7.3,3359.0,19.358546,"Science Fiction, Adventure, Family, Fantasy",1
Days of Thunder,1990,60000000.0,157920733.0,107.0,5.9,359.0,7.046753,Adventure,1
Top Gun,1986,15000000.0,356830601.0,110.0,6.7,1736.0,20.301019,"Action, Romance, War",1
A Streetcar Named Desire,1951,1800000.0,8000000.0,125.0,7.6,291.0,7.301719,Drama,1
The Funeral,1996,12500000.0,1227324.0,99.0,7.3,31.0,2.772039,"Crime, Drama",0
The People vs. Larry Flynt,1996,36000000.0,20300385.0,129.0,6.8,257.0,9.178371,Drama,0
The Return of the Pink Panther,1975,5000000.0,41833347.0,113.0,6.7,138.0,6.501177,"Mystery, Comedy, Crime",1
Drop Dead Fred,1991,6788000.0,13878334.0,103.0,5.9,107.0,7.88101,"Comedy, Fantasy, Family",1
The Abyss,1989,70000000.0,90000098.0,139.0,7.1,822.0,9.809585,"Adventure, Action, Thriller, Science Fiction",1
The Fog,1980,1000000.0,21378361.0,89.0,6.4,318.0,9.194572,Horror,1
Escape from New York,1981,6000000.0,50244700.0,99.0,6.9,720.0,10.124544,"Science Fiction, Action",1
The Howling,1981,1000000.0,17985893.0,91.0,6.4,165.0,6.715512,"Drama, Horror",1
Monty Python and the Holy Grail,1975,400000.0,5028948.0,91.0,7.8,1742.0,10.43389,"Adventure, Comedy, Fantasy",1
Bad Moon,1996,7000000.0,1100000.0,80.0,5.7,33.0,2.661026,Horror,0
Delicatessen,1991,4000000.0,1794187.0,99.0,7.4,320.0,12.565447,"Comedy, Science Fiction, Fantasy",0
The English Patient,1996,27000000.0,231976425.0,162.0,7.0,559.0,15.564161,"Drama, Romance, War",1
My Left Foot: The Story of Christy Brown,1989,645180.0,14743391.0,103.0,7.5,208.0,5.841931,Drama,1
Strictly Ballroom,1992,3000000.0,33946224.0,94.0,6.2,83.0,3.233531,"Comedy, Drama, Romance",1
Madonna: Truth or Dare,1991,4.0,29.0,119.0,6.3,32.0,1.325299,"Documentary, Music",1
Paris is Burning,1990,500000.0,3779620.0,71.0,8.2,67.0,4.101295,Documentary,1
One Flew Over the Cuckoo's Nest,1975,3000000.0,108981275.0,133.0,8.3,3001.0,35.529554,Drama,1
The Empire Strikes Back,1980,18000000.0,538400000.0,124.0,8.2,5998.0,19.470959,"Adventure, Action, Science Fiction",1
The Princess Bride,1987,16000000.0,30857814.0,98.0,7.6,1518.0,15.15267,"Adventure, Family, Fantasy, Comedy, Romance",1
Raiders of the Lost Ark,1981,18000000.0,389925971.0,115.0,7.7,3949.0,19.901576,"Adventure, Action",1
Aliens,1986,18500000.0,183316455.0,137.0,7.7,3282.0,21.761179,"Horror, Action, Thriller, Science Fiction",1
"The Good, the Bad and the Ugly",1966,1200000.0,6000000.0,161.0,8.1,2371.0,16.788787,Western,1
12 Angry Men,1957,350000.0,1000000.0,96.0,8.2,2130.0,16.503959,Drama,1
Lawrence of Arabia,1962,15000000.0,69995385.0,216.0,7.8,870.0,10.893332,"Adventure, Drama, History, War",1
A Clockwork Orange,1971,2200000.0,26589000.0,136.0,8.0,3432.0,17.112594,"Science Fiction, Drama",1
To Kill a Mockingbird,1962,2000000.0,13129846.0,129.0,7.9,676.0,14.284787,"Crime, Drama",1
Apocalypse Now,1979,31500000.0,89460381.0,153.0,8.0,2112.0,13.5963,"Drama, War",1
Once Upon a Time in the West,1968,5000000.0,5321508.0,175.0,8.1,1160.0,15.589351,Western,1
Return of the Jedi,1983,32350000.0,572700000.0,135.0,7.9,4763.0,14.586087,"Adventure, Action, Science Fiction",1
Wings of Desire,1987,2500000.0,3200000.0,128.0,7.5,256.0,6.357321,"Drama, Fantasy, Romance",1
GoodFellas,1990,25000000.0,46836394.0,145.0,8.2,3211.0,15.424092,"Drama, Crime",1
Alien,1979,11000000.0,104931801.0,117.0,7.9,4564.0,23.37742,"Horror, Action, Thriller, Science Fiction",1
Ran,1985,11500000.0,4069653.0,162.0,7.9,349.0,12.250232,"Action, Drama, History",0
Psycho,1960,806948.0,32000000.0,109.0,8.3,2405.0,36.826309,"Drama, Horror, Thriller",1
The Blues Brothers,1980,27000000.0,115229890.0,133.0,7.5,1092.0,10.076901,"Music, Comedy, Action, Crime",1
The Godfather: Part II,1974,13000000.0,47542841.0,200.0,8.3,3418.0,36.629307,"Drama, Crime",1
Full Metal Jacket,1987,17000000.0,46357676.0,116.0,7.9,2595.0,13.94148,"Drama, War",1
Amadeus,1984,18000000.0,51973029.0,160.0,7.8,1107.0,12.677592,"Drama, History, Music",1
Raging Bull,1980,18000000.0,23000000.0,129.0,7.7,968.0,8.868558,Drama,1
Annie Hall,1977,4000000.0,38251425.0,93.0,7.8,1044.0,18.146043,"Comedy, Drama, Romance",1
The Right Stuff,1983,27000000.0,21500000.0,193.0,7.4,241.0,14.902397,"Drama, History",0
Das Boot,1981,14000000.0,85000000.0,149.0,7.9,623.0,8.80338,"Action, Drama, History, War, Adventure",1
The Sting,1973,5500000.0,159616327.0,129.0,7.9,639.0,12.016821,"Comedy, Crime, Drama",1
The Terminator,1984,6400000.0,78371200.0,108.0,7.4,4208.0,19.293562,"Action, Thriller, Science Fiction",1
Braindead,1992,3000000.0,242623.0,104.0,7.4,388.0,13.645568,"Horror, Comedy",0
Glory,1989,18000000.0,26828365.0,122.0,7.4,391.0,7.521346,War,1
Miller's Crossing,1990,14000000.0,5080409.0,115.0,7.5,431.0,7.495853,"Drama, Thriller, Crime",0
Dead Poets Society,1989,16400000.0,235860116.0,129.0,8.1,2786.0,19.905716,Drama,1
The Graduate,1967,3000000.0,104945305.0,106.0,7.6,855.0,12.057829,Drama,1
Touch of Evil,1958,829000.0,2247465.0,95.0,7.6,292.0,9.665347,"Drama, Thriller, Crime",1
The Bridge on the River Kwai,1957,3000000.0,27200000.0,161.0,7.7,554.0,8.851646,"Drama, History, War",1
Chinatown,1974,6000000.0,30000000.0,130.0,7.9,939.0,12.29227,"Crime, Drama, Mystery, Thriller",1
The Treasure of the Sierra Madre,1948,3800000.0,4307000.0,126.0,7.9,285.0,8.070589,"Action, Adventure, Drama, Western",1
The Shining,1980,19000000.0,44017374.0,144.0,8.1,3890.0,19.611589,"Horror, Thriller",1
Stand by Me,1986,8000000.0,52287414.0,89.0,7.8,1568.0,15.206957,"Crime, Drama",1
Evil Dead II,1987,3600000.0,5923044.0,84.0,7.5,760.0,13.520764,"Horror, Comedy, Fantasy",1
The Great Escape,1963,4000000.0,11744471.0,172.0,7.8,731.0,14.384114,"Adventure, Drama, History, Thriller, War",1
The Deer Hunter,1978,15000000.0,50000000.0,183.0,7.8,943.0,7.729445,"Drama, War",1
Groundhog Day,1993,14600000.0,70906973.0,101.0,7.4,2358.0,12.989627,"Romance, Fantasy, Drama, Comedy",1
Unforgiven,1992,14000000.0,159157447.0,131.0,7.7,1133.0,10.942149,Western,1
The Manchurian Candidate,1962,80000000.0,96105910.0,126.0,7.7,188.0,7.991677,"Mystery, Thriller",1
Back to the Future,1985,19000000.0,381109762.0,116.0,8.0,6239.0,25.778509,"Adventure, Comedy, Science Fiction, Family",1
Fried Green Tomatoes,1991,11000000.0,119418501.0,130.0,7.6,298.0,6.584254,"Drama, Comedy",1
Patton,1970,12000000.0,89800000.0,172.0,7.3,327.0,14.382289,"Drama, History, War",1
Akira,1988,8000000.0,553171.0,124.0,7.8,792.0,10.888917,"Science Fiction, Animation",0
Highlander,1986,16000000.0,5900000.0,116.0,6.8,642.0,16.870392,"Adventure, Action, Fantasy",0
Cool Hand Luke,1967,3000000.0,16217773.0,126.0,7.7,390.0,9.718713,"Crime, Drama",1
Young Frankenstein,1974,2800000.0,86273333.0,106.0,7.7,880.0,9.339316,"Comedy, Science Fiction",1
Night on Earth,1991,3500000.0,2015810.0,129.0,7.5,165.0,8.291886,"Comedy, Drama",0
The Great Dictator,1940,2000000.0,11000000.0,125.0,8.1,756.0,9.241748,Comedy,1
Fantasia,1940,2280000.0,83320000.0,124.0,7.2,831.0,8.03796,"Animation, Family, Music",1
High Noon,1952,730000.0,8000000.0,85.0,7.6,343.0,16.715935,Western,1
Ben-Hur,1959,15000000.0,146900000.0,212.0,7.5,660.0,14.319743,"Action, Adventure, Drama, History",1
This Is Spinal Tap,1984,2500000.0,4736202.0,82.0,7.6,413.0,13.981499,"Comedy, Music",1
Indiana Jones and the Last Crusade,1989,48000000.0,474171806.0,127.0,7.6,3221.0,14.788987,"Adventure, Action",1
Gandhi,1982,22000000.0,77737889.0,191.0,7.4,730.0,12.383755,"Drama, History",1
The Unbearable Lightness of Being,1988,17000000.0,10006806.0,171.0,7.0,89.0,6.815147,"Comedy, Romance",0
A Room with a View,1985,3000000.0,20966644.0,117.0,6.9,164.0,6.175166,"Drama, Romance",1
Pink Floyd: The Wall,1982,12000000.0,22244207.0,95.0,7.7,363.0,6.773407,Music,1
The Killing Fields,1984,14400000.0,34700291.0,141.0,7.5,180.0,11.460364,"War, Drama, History",1
Forbidden Planet,1956,1900000.0,3250000.0,98.0,7.2,238.0,6.379966,"Adventure, Science Fiction, Action",1
Butch Cassidy and the Sundance Kid,1969,6000000.0,102308889.0,110.0,7.4,659.0,6.714577,"History, Drama, Western, Crime",1
"Paris, Texas",1984,1746964.0,2181987.0,147.0,7.7,282.0,11.635837,Drama,1
When Harry Met Sally...,1989,16000000.0,92823546.0,96.0,7.3,974.0,8.34322,"Comedy, Romance, Drama",1
Alien³,1992,50000000.0,159773545.0,114.0,6.2,1664.0,17.126768,"Science Fiction, Action, Horror",1
An American Werewolf in London,1981,10000000.0,31973249.0,97.0,7.2,571.0,13.390802,"Horror, Comedy",1
The Birds,1963,2500000.0,11403529.0,119.0,7.3,959.0,11.591462,Horror,1
Dracula,1992,40000000.0,215862692.0,128.0,7.1,1087.0,16.777675,"Romance, Horror",1
Candyman,1992,6000000.0,25792310.0,99.0,6.2,303.0,12.721362,"Drama, Horror, Thriller",1
Cape Fear,1991,35000000.0,182300000.0,128.0,7.0,692.0,10.302735,"Crime, Thriller",1
Carrie,1976,1800000.0,33800000.0,98.0,7.0,977.0,9.277692,"Horror, Thriller",1
A Nightmare on Elm Street,1984,1800000.0,25504513.0,91.0,7.2,1212.0,13.694713,Horror,1
The Omen,1976,2800000.0,60922980.0,111.0,7.2,485.0,16.641277,"Horror, Thriller",1
Star Trek: First Contact,1996,46000000.0,150000000.0,111.0,7.0,671.0,8.808497,"Science Fiction, Action, Adventure, Thriller",1
Sling Blade,1996,1000000.0,24444121.0,135.0,7.4,236.0,9.475693,Drama,1
Jingle All the Way,1996,60000000.0,129832389.0,89.0,5.5,583.0,7.898202,"Family, Comedy",1
The Preacher's Wife,1996,40000000.0,48093211.0,124.0,5.4,55.0,4.182641,"Fantasy, Drama, Comedy, Science Fiction, Romance, Family",1
Ridicule,1996,3000000.0,2503829.0,102.0,7.4,30.0,10.879283,"Comedy, Drama, Romance",0
101 Dalmatians,1996,54000000.0,320689294.0,103.0,5.6,722.0,11.470748,"Comedy, Family",1
Die Hard 2,1990,70000000.0,240031094.0,124.0,6.6,1920.0,18.785984,"Action, Thriller",1
Star Trek: The Motion Picture,1979,35000000.0,139000000.0,132.0,6.2,541.0,8.277765,"Science Fiction, Adventure, Mystery",1
Star Trek VI: The Undiscovered Country,1991,27000000.0,96900000.0,113.0,6.7,421.0,5.90057,"Science Fiction, Action, Adventure, Thriller",1
Star Trek V: The Final Frontier,1989,30000000.0,70200000.0,107.0,5.6,384.0,12.308007,"Science Fiction, Action, Adventure, Thriller",1
